run_id	scenario_id	service_id	retrieve_status	COALESCE(mr.retrieve_unknown_reason,'')	COALESCE(mr.reason_code,'')	COALESCE(mr.event_type,'')	COALESCE(mr.raw_classification,'')	COALESCE(mr.normalized_classification,'')	COALESCE(mr.reported_at,'')	retrieved_at	COALESCE(mr.metadata,'')
5daabc2978bc75da0d503b8a9412d289	headget-20260429-030809Z-http-head-200-get-503	better-uptime	known			alert_fired	down	http_failure	2026-04-29 09:18:12.290000	2026-04-29 09:33:11.249509	{"name": "uptime-bench: bench-a", "cause": "Status 503", "incident_id": "958042765", "better_uptime_status": "Resolved"}
5daabc2978bc75da0d503b8a9412d289	headget-20260429-030809Z-http-head-200-get-503	better-uptime	known			alert_resolved	up	recovered	2026-04-29 09:31:27.074000	2026-04-29 09:33:11.249509	{"incident_id": "958042765"}
5daabc2978bc75da0d503b8a9412d289	headget-20260429-030809Z-http-head-200-get-503	datadog-synthetics	known			alert_fired	Alert	http_failure	2026-04-29 09:23:10.736000	2026-04-29 09:33:11.072068	{"result_id": "8206783580526848622", "event_type": ""}
5daabc2978bc75da0d503b8a9412d289	headget-20260429-030809Z-http-head-200-get-503	jetmon-v1	known							2026-04-29 09:33:10.331611	null
5daabc2978bc75da0d503b8a9412d289	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	known			alert_fired	seems_down	http_failure	2026-04-29 09:20:48.932000	2026-04-29 09:33:10.497301	{"state": "Seems Down", "site_id": 8681113129128909, "event_id": 330, "severity": 3, "check_type": "http", "duration_ms": 599750, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 318, "http_code": 503, "error_code": 0}, "transition_count": 2, "resolution_reason": "probe_cleared"}
5daabc2978bc75da0d503b8a9412d289	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	known			alert_resolved	up	recovered	2026-04-29 09:30:48.682000	2026-04-29 09:33:10.497301	{"state": "Seems Down", "site_id": 8681113129128909, "event_id": 330, "severity": 3, "check_type": "http", "duration_ms": 599750, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 318, "http_code": 503, "error_code": 0}, "transition_count": 2, "resolution_reason": "probe_cleared"}
5daabc2978bc75da0d503b8a9412d289	headget-20260429-030809Z-http-head-200-get-503	pingdom	known			alert_fired	down	http_failure	2026-04-29 09:23:43.000000	2026-04-29 09:33:10.795731	{"timeto": 1777454923, "check_id": "14461366", "duration_s": 300}
5daabc2978bc75da0d503b8a9412d289	headget-20260429-030809Z-http-head-200-get-503	pingdom	known			alert_resolved	up	recovered	2026-04-29 09:28:43.000000	2026-04-29 09:33:10.795731	{"timeto": 1777454923, "check_id": "14461366", "duration_s": 0}
65e790b97c3a96f9cf5e90089c17ef9a	headget-20260429-030809Z-http-head-200-get-timeout	better-uptime	known			alert_fired	down	http_failure	2026-04-29 09:41:48.371000	2026-04-29 09:56:17.707280	{"name": "uptime-bench: bench-a", "cause": "Timeout (no headers received)", "incident_id": "958053271", "better_uptime_status": "Resolved"}
65e790b97c3a96f9cf5e90089c17ef9a	headget-20260429-030809Z-http-head-200-get-timeout	better-uptime	known			alert_resolved	up	recovered	2026-04-29 09:55:07.647000	2026-04-29 09:56:17.707280	{"incident_id": "958053271"}
65e790b97c3a96f9cf5e90089c17ef9a	headget-20260429-030809Z-http-head-200-get-timeout	datadog-synthetics	known			alert_fired	Alert	http_failure	2026-04-29 09:46:52.161000	2026-04-29 09:56:17.507438	{"result_id": "3967807469210289540", "event_type": ""}
65e790b97c3a96f9cf5e90089c17ef9a	headget-20260429-030809Z-http-head-200-get-timeout	jetmon-v1	known							2026-04-29 09:56:16.363154	null
65e790b97c3a96f9cf5e90089c17ef9a	headget-20260429-030809Z-http-head-200-get-timeout	jetmon-v2	known			alert_fired	seems_down	http_failure	2026-04-29 09:45:53.737000	2026-04-29 09:56:16.851255	{"state": "Seems Down", "site_id": 8900273138912443, "event_id": 341, "severity": 3, "check_type": "http", "duration_ms": 594965, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 10000, "http_code": 0, "error_code": 1}, "transition_count": 2, "resolution_reason": "probe_cleared"}
65e790b97c3a96f9cf5e90089c17ef9a	headget-20260429-030809Z-http-head-200-get-timeout	jetmon-v2	known			alert_resolved	up	recovered	2026-04-29 09:55:48.702000	2026-04-29 09:56:16.851255	{"state": "Seems Down", "site_id": 8900273138912443, "event_id": 341, "severity": 3, "check_type": "http", "duration_ms": 594965, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 10000, "http_code": 0, "error_code": 1}, "transition_count": 2, "resolution_reason": "probe_cleared"}
65e790b97c3a96f9cf5e90089c17ef9a	headget-20260429-030809Z-http-head-200-get-timeout	pingdom	known			alert_fired	down	http_failure	2026-04-29 09:45:58.000000	2026-04-29 09:56:17.243297	{"timeto": 1777456558, "check_id": "14461376", "duration_s": 600}
65e790b97c3a96f9cf5e90089c17ef9a	headget-20260429-030809Z-http-head-200-get-timeout	pingdom	known			alert_resolved	up	recovered	2026-04-29 09:55:58.000000	2026-04-29 09:56:17.243297	{"timeto": 1777456558, "check_id": "14461376", "duration_s": 0}
0d395ad8d15110c585539c7f88e6c308	headget-20260429-030809Z-http-head-timeout-get-200	better-uptime	known							2026-04-29 10:19:22.262919	null
0d395ad8d15110c585539c7f88e6c308	headget-20260429-030809Z-http-head-timeout-get-200	datadog-synthetics	known							2026-04-29 10:19:22.106498	null
0d395ad8d15110c585539c7f88e6c308	headget-20260429-030809Z-http-head-timeout-get-200	jetmon-v1	known							2026-04-29 10:19:21.426927	null
0d395ad8d15110c585539c7f88e6c308	headget-20260429-030809Z-http-head-timeout-get-200	jetmon-v2	known							2026-04-29 10:19:21.592512	null
0d395ad8d15110c585539c7f88e6c308	headget-20260429-030809Z-http-head-timeout-get-200	pingdom	known			alert_resolved	up	recovered	2026-04-29 10:11:07.000000	2026-04-29 10:19:21.839337	{"timeto": 1777457767, "check_id": "14461403", "duration_s": 300}
