run_id	scenario	scenario_id	run_started	failure_start	failure_end	service	expected	status	latency_s	reports	alerts_in_window	alerts_total	resolves	run_resolution	detail
5daabc2978bc75da0d503b8a9412d289	http-head-200-get-503	headget-20260429-030809Z-http-head-200-get-503	2026-04-29 09:18:08.408120	2026-04-29 09:18:09.977715	2026-04-29 09:28:10.000856	better-uptime	down	success	2.312285	2	1	1	1	adapter_error	
65e790b97c3a96f9cf5e90089c17ef9a	http-head-200-get-timeout	headget-20260429-030809Z-http-head-200-get-timeout	2026-04-29 09:41:13.958029	2026-04-29 09:41:15.716572	2026-04-29 09:51:15.735739	jetmon-v1	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
65e790b97c3a96f9cf5e90089c17ef9a	http-head-200-get-timeout	headget-20260429-030809Z-http-head-200-get-timeout	2026-04-29 09:41:13.958029	2026-04-29 09:41:15.716572	2026-04-29 09:51:15.735739	jetmon-v2	down	success	278.020428	2	1	1	1	adapter_error	
65e790b97c3a96f9cf5e90089c17ef9a	http-head-200-get-timeout	headget-20260429-030809Z-http-head-200-get-timeout	2026-04-29 09:41:13.958029	2026-04-29 09:41:15.716572	2026-04-29 09:51:15.735739	pingdom	down	success	282.283428	2	1	1	1	adapter_error	
65e790b97c3a96f9cf5e90089c17ef9a	http-head-200-get-timeout	headget-20260429-030809Z-http-head-200-get-timeout	2026-04-29 09:41:13.958029	2026-04-29 09:41:15.716572	2026-04-29 09:51:15.735739	uptimerobot	down	adapter_error		0	0	0	0	adapter_error	no monitor_reports row; provision likely failed
65e790b97c3a96f9cf5e90089c17ef9a	http-head-200-get-timeout	headget-20260429-030809Z-http-head-200-get-timeout	2026-04-29 09:41:13.958029	2026-04-29 09:41:15.716572	2026-04-29 09:51:15.735739	datadog-synthetics	down	success	336.444428	1	1	1	0	adapter_error	
65e790b97c3a96f9cf5e90089c17ef9a	http-head-200-get-timeout	headget-20260429-030809Z-http-head-200-get-timeout	2026-04-29 09:41:13.958029	2026-04-29 09:41:15.716572	2026-04-29 09:51:15.735739	better-uptime	down	success	32.654428	2	1	1	1	adapter_error	
0d395ad8d15110c585539c7f88e6c308	http-head-timeout-get-200	headget-20260429-030809Z-http-head-timeout-get-200	2026-04-29 10:04:19.230282	2026-04-29 10:04:21.083807	2026-04-29 10:14:21.088471	jetmon-v1	up	success		1	0	0	0	adapter_error	
0d395ad8d15110c585539c7f88e6c308	http-head-timeout-get-200	headget-20260429-030809Z-http-head-timeout-get-200	2026-04-29 10:04:19.230282	2026-04-29 10:04:21.083807	2026-04-29 10:14:21.088471	jetmon-v2	up	success		1	0	0	0	adapter_error	
0d395ad8d15110c585539c7f88e6c308	http-head-timeout-get-200	headget-20260429-030809Z-http-head-timeout-get-200	2026-04-29 10:04:19.230282	2026-04-29 10:04:21.083807	2026-04-29 10:14:21.088471	pingdom	up	success		1	0	0	1	adapter_error	
0d395ad8d15110c585539c7f88e6c308	http-head-timeout-get-200	headget-20260429-030809Z-http-head-timeout-get-200	2026-04-29 10:04:19.230282	2026-04-29 10:04:21.083807	2026-04-29 10:14:21.088471	uptimerobot	up	adapter_error		0	0	0	0	adapter_error	no monitor_reports row; provision likely failed
0d395ad8d15110c585539c7f88e6c308	http-head-timeout-get-200	headget-20260429-030809Z-http-head-timeout-get-200	2026-04-29 10:04:19.230282	2026-04-29 10:04:21.083807	2026-04-29 10:14:21.088471	datadog-synthetics	up	success		1	0	0	0	adapter_error	
0d395ad8d15110c585539c7f88e6c308	http-head-timeout-get-200	headget-20260429-030809Z-http-head-timeout-get-200	2026-04-29 10:04:19.230282	2026-04-29 10:04:21.083807	2026-04-29 10:14:21.088471	better-uptime	up	success		1	0	0	0	adapter_error	
